iter	RMSE
248	1.978327828
249	1.97315525
250	1.967123939
251	1.965896583
252	1.96541013
253	1.960190144
254	1.955816063
255	1.95121107
256	1.948019613
257	1.941936505
258	1.940749438
259	1.935767833
260	1.9285163
261	1.924692292
262	1.920535764
263	1.918598763
264	1.914805838
265	1.911519884
266	1.906677921
267	1.90124135
268	1.894026567
269	1.88717769
270	1.882116283
271	1.875190708
272	1.870153588
273	1.866280865
274	1.86125101
275	1.857711011
276	1.851145155
277	1.848256046
278	1.843455007
279	1.839640862
280	1.835824629
281	1.830534143
282	1.824459021
283	1.819357516
284	1.816314091
285	1.812961652
286	1.806410286
287	1.804867256
288	1.803780514
289	1.801421642
290	1.79832184
291	1.793199047
292	1.788732744
293	1.785806837
294	1.779325331
295	1.773525696
296	1.767297873
297	1.760531724
298	1.757691694
299	1.754804121
300	1.749174416
301	1.744800166
302	1.740069816
303	1.736393335
304	1.731713901
305	1.72572572
306	1.721175013
307	1.718536035
308	1.712809237
309	1.708223005
310	1.703725059
311	1.697410813
312	1.694712744
313	1.692624823
314	1.688702769
315	1.683171911
316	1.679451612
317	1.675494728
318	1.670682277
319	1.66814247
320	1.663895098
321	1.661466327
322	1.656848658
323	1.65230346
324	1.650005109
325	1.643512767
326	1.639836577
327	1.634599336
328	1.630276569
329	1.625627102
330	1.621503559
331	1.617501801
332	1.613449747
333	1.610023886
334	1.603903316
335	1.599771786
336	1.596158308
337	1.590331546
338	1.58713148
339	1.583511218
340	1.580411128
341	1.577404344
342	1.573743209
343	1.569475373
344	1.565458375
345	1.561695723
346	1.556932767
347	1.553118439
348	1.548508143
349	1.544017534
350	1.540105686
351	1.53579586
352	1.532576588
353	1.52930304
354	1.527374974
355	1.523872314
356	1.521909092
357	1.518402221
358	1.517120679
359	1.512487038
360	1.505770201
361	1.504396945
362	1.499290075
363	1.494214329
364	1.489886053
365	1.487991753
366	1.482751533
367	1.478712825
368	1.474709574
369	1.470501337
370	1.46720873
371	1.463464984
372	1.459554118
373	1.456598467
374	1.452281881
375	1.449732269
376	1.446531303
377	1.445190439
378	1.441144327
379	1.436803601
380	1.433045941
381	1.428114379
382	1.423766579
383	1.419600053
384	1.418392397
385	1.413864098
386	1.408403049
387	1.406273731
388	1.403760719
389	1.400581606
390	1.396494023
391	1.392918383
392	1.389678545
393	1.386900608
394	1.383787764
395	1.37898759
396	1.375128931
397	1.3717614
398	1.367196613
399	1.363138217
400	1.361268745
401	1.359375409
402	1.356575976
403	1.354309126
404	1.349777486
405	1.34753028
406	1.344406543
407	1.341870745
408	1.340601875
409	1.338088797
410	1.333555032
411	1.330943159
412	1.326942784
413	1.32417622
414	1.322017565
415	1.318309506
416	1.315447922
417	1.312531735
418	1.308483749
419	1.306933248
420	1.304291709
421	1.302019971
422	1.299477811
423	1.298496725
424	1.295419839
425	1.293789756
426	1.290933861
427	1.288374145
428	1.285934541
429	1.284496928
430	1.281957484
431	1.278962508
432	1.276653235
433	1.27362727
434	1.271409913
435	1.269777894
436	1.267420498
437	1.263848523
438	1.258176727
439	1.256052937
440	1.253425045
441	1.251590646
442	1.247167626
443	1.244420632
444	1.243513441
445	1.24069491
446	1.238250772
447	1.237286758
448	1.234661678
449	1.233754701
450	1.230426863
451	1.226768228
452	1.224111262
453	1.222742205
454	1.219703922
455	1.218537472
456	1.215973672
457	1.213222119
458	1.209049179
459	1.20531736
460	1.203644503
461	1.199557163
462	1.197052825
463	1.19303819
464	1.191296049
465	1.187669305
466	1.183515102
467	1.182123948
468	1.180450176
469	1.178101205
470	1.174638811
471	1.171401434
472	1.168726552
473	1.16648491
474	1.163217187
475	1.160410263
476	1.15752971
477	1.156870248
478	1.155422947
479	1.152262282
480	1.150043147
481	1.148490993
482	1.14631033
483	1.144366128
484	1.140475159
485	1.138113601
486	1.136956923
487	1.134355916
488	1.13289831
489	1.12928374
490	1.126617448
491	1.123859239
492	1.120886141
493	1.119555768
494	1.11867583
495	1.116444653
496	1.113732126
497	1.110645011
498	1.109500446
499	1.107487278
500	1.106364645
501	1.102665819
502	1.101467739
503	1.098351479
504	1.096553349
505	1.094661193
506	1.092001147
507	1.088811921
508	1.087203001
509	1.083994044
510	1.081097582
511	1.078114266
512	1.075950309
513	1.074085758
514	1.071985784
515	1.069322441
516	1.06735034
517	1.064637888
518	1.062315855
519	1.060920118
520	1.058337956
521	1.056610575
522	1.053476143
523	1.051126063
524	1.04981488
525	1.047827918
526	1.047206039
527	1.045382821
528	1.043517495
529	1.040874692
530	1.038109195
531	1.036025618
532	1.033520958
533	1.032155949
534	1.029636755
535	1.026673105
536	1.024633435
537	1.022982601
538	1.02140792
539	1.020084566
540	1.018763307
541	1.01660915
542	1.014675694
543	1.013935123
544	1.011270289
545	1.010242793
546	1.007812884
547	1.005802484
548	1.004198067
549	1.001505677
550	0.9989480657
551	0.9965733003
552	0.9944753287
553	0.9923685394
554	0.9895535231
555	0.9878556559
556	0.9865468897
557	0.9852909226
558	0.9831416633
559	0.981126764
560	0.9792275496
561	0.976859081
562	0.9755322193
563	0.9733462042
564	0.9714296887
565	0.9697055381
566	0.9677574342
567	0.9655925486
568	0.9638890816
569	0.9627567373
570	0.960743767
571	0.9591025538
572	0.9567478136
573	0.9558872011
574	0.954419631
575	0.953717594
576	0.9518364541
577	0.9504450765
578	0.9491499759
579	0.94775953
580	0.9454603447
581	0.9438779567
582	0.9424820729
583	0.9401096106
584	0.9375294154
585	0.9354634529
586	0.93363806
587	0.9315195044
588	0.9294753983
589	0.9279666436
590	0.926587774
591	0.9253775591
592	0.9234868201
593	0.9221387216
594	0.9210234991
595	0.9189734179
596	0.9166754964
597	0.9150587437
598	0.9141332148
599	0.913987213
600	0.9113758917
601	0.9092284003
602	0.9064915397
603	0.9046434805
604	0.903521959
605	0.9006226399
606	0.8975998525
607	0.8965504956
608	0.8956066528
609	0.8935143729
610	0.8925544723
611	0.8912494694
612	0.8890589688
613	0.8876001927
614	0.8857463364
615	0.882839944
616	0.8808855266
617	0.8791945628
618	0.8778020622
619	0.8766849832
620	0.8760067315
621	0.8741364118
622	0.8724501405
623	0.8700787087
624	0.8687524785
625	0.8660077293
626	0.8646205359
627	0.8632103566
628	0.861579349
629	0.8597998988
630	0.8579287893
631	0.8567429721
632	0.8550086714
633	0.8528001206
634	0.8505977599
635	0.8488492584
636	0.8476594609
637	0.8455905454
638	0.8451660813
639	0.8440870781
640	0.8426582309
641	0.8416629578
642	0.8397721477
643	0.8383459945
644	0.8376222388
645	0.8367798311
646	0.835082571
647	0.8331959931
648	0.8318464587
649	0.829947283
650	0.8286488986
651	0.8274867169
652	0.8265483016
653	0.8255917506
654	0.8238450409
655	0.8222793336
656	0.8204634645
657	0.8190511382
658	0.817950651
659	0.8172224328
660	0.8155048224
661	0.8151200904
662	0.8141995645
663	0.812551527
664	0.8097036727
665	0.8078298458
666	0.8066191174
667	0.8042825831
668	0.8030014625
669	0.8028752264
670	0.8017898244
671	0.7998454785
672	0.7984151513
673	0.7966663901
674	0.7955011062
675	0.7945046057
676	0.7932581222
677	0.7931364497
678	0.7917549737
679	0.7906598048
680	0.7896543172
681	0.7885752095
682	0.7872765932
683	0.7865020232
684	0.7854106911
685	0.7836181171
686	0.7821818933
687	0.780598185
688	0.7792946421
689	0.7776516905
690	0.7766975456
691	0.7745871619
692	0.7731643615
693	0.771752109
694	0.7700219579
695	0.7687016691
696	0.7675209813
697	0.7661235244
698	0.765407321
699	0.763880692
700	0.7632270868
701	0.7616224934
702	0.7608614398
703	0.7599684385
704	0.7588517153
705	0.7573931405
706	0.755700435
707	0.754220837
708	0.7528974746
709	0.7515247667
710	0.7503464983
711	0.749154863
712	0.7474079285
713	0.7458361682
714	0.7443395682
715	0.7436072693
716	0.7413193382
717	0.7398386707
718	0.7380694812
719	0.7367740831
720	0.7354112329
721	0.7337858832
722	0.731948397
723	0.7296139831
724	0.7295115127
725	0.7281796763
726	0.727448746
727	0.7263132628
728	0.7246161379
729	0.7231680296
730	0.7223143097
731	0.7214756622
732	0.7209225087
733	0.7199125357
734	0.7177671385
735	0.7164478832
736	0.7160748401
737	0.7150462718
738	0.7143296706
739	0.7135790339
740	0.7113503642
741	0.7103700878
742	0.7094703777
743	0.7085022123
744	0.7070620849
745	0.7060494168
746	0.7042198878
747	0.7027487492
748	0.7018752435
749	0.7009215399
750	0.7003410596
751	0.6987170146
752	0.6969479302
753	0.6968231975
754	0.696121505
755	0.6948604673
756	0.6929575516
757	0.69164502
758	0.6907519318
759	0.6901668613
760	0.6890389063
761	0.6880737065
762	0.6868826821
763	0.6859458438
764	0.6847173757
765	0.6840061559
766	0.6819538162
767	0.6812682522
768	0.6799474525
769	0.6784897243
770	0.6779384048
771	0.6768616017
772	0.6757084537
773	0.6745507657
774	0.6737917752
775	0.6734674916
776	0.6720174752
777	0.6710614986
778	0.6702848648
779	0.6688701783
780	0.6675161944
781	0.6662733973
782	0.6652176638
783	0.6639707752
784	0.6625344298
785	0.6608240845
786	0.6594258505
787	0.6586009344
788	0.6569217173
789	0.6562860319
790	0.6550881601
791	0.654048053
792	0.653359501
793	0.6527097064
794	0.6513733735
795	0.649993058
796	0.6489344793
797	0.6487799245
798	0.6480508303
799	0.6467691869
800	0.646274661
801	0.6453562042
802	0.6436602491
803	0.6430684797
804	0.6413027967
805	0.6401216949
806	0.6394481034
807	0.6380555429
808	0.6373562303
809	0.6359146783
810	0.6343517471
811	0.632986208
812	0.6320489539
813	0.6313215109
814	0.6303554004
815	0.629355151
816	0.6277139032
817	0.6265692345
818	0.6253268767
819	0.6241963154
820	0.6230939175
821	0.6218999133
822	0.6216821776
823	0.621142157
824	0.6200389151
825	0.6194469034
826	0.6182035522
827	0.6172411159
828	0.616096877
829	0.6157435091
830	0.6142458986
831	0.6138986616
832	0.6132793884
833	0.6122172082
834	0.6114449354
835	0.6111905259
836	0.6106880043
837	0.6092602049
838	0.6084282296
839	0.6078570335
840	0.6068470806
841	0.6056821248
842	0.6048599953
843	0.6038210633
844	0.6025472073
845	0.6016983505
846	0.6006692331
847	0.5996788024
848	0.5988257639
849	0.5980422757
850	0.5966031441
851	0.596151265
852	0.5948178996
853	0.5947522754
854	0.5941778627
855	0.5935987617
856	0.5928224713
857	0.5927502059
858	0.5926894597
859	0.5915736576
860	0.5907105013
861	0.5899661242
862	0.5894742383
863	0.5887458254
864	0.5882529778
865	0.5876122085
866	0.5875504988
867	0.5858830729
868	0.5854294023
869	0.5843908427
870	0.5822436927
871	0.581584591
872	0.581073101
873	0.5795548626
874	0.5781764771
875	0.5774127351
876	0.5770050474
877	0.5760669887
878	0.5742350739
879	0.5730639504
880	0.5716056699
881	0.5707072535
882	0.5693414007
883	0.5684432145
884	0.5672036022
885	0.5666912906
886	0.5657643871
887	0.5656622644
888	0.5644189058
889	0.5635526692
890	0.5624746011
891	0.561909051
892	0.561350067
893	0.5604924931
894	0.5596932661
895	0.5587980842
896	0.5577087359
897	0.556868055
898	0.5560741766
899	0.5551550222
900	0.5539497201
901	0.5529315087
902	0.5519246164
903	0.5510809128
904	0.5502036655
905	0.5488613888
906	0.5477988881
907	0.5473365256
908	0.5462183297
909	0.5453282138
910	0.5452604785
911	0.5445207518
912	0.5440558439
913	0.5434070115
914	0.542532401
915	0.5424442144
916	0.5414231305
917	0.5398903544
918	0.5391260092
919	0.5381871175
920	0.5381341725
921	0.5380599278
922	0.5377518382
923	0.537311241
924	0.5357554299
925	0.5346742522
926	0.5345998487
927	0.5337984701
928	0.5326849817
929	0.531665706
930	0.531060038
931	0.5297024336
932	0.5296496991
933	0.5291929466
934	0.5288447968
935	0.5282651219
936	0.5267938742
937	0.5259931138
938	0.524277959
939	0.5232696659
940	0.5224921665
941	0.5216333646
942	0.521571654
943	0.5207723407
944	0.519710054
945	0.5194976189
946	0.5189919343
947	0.5175864255
948	0.5165004657
949	0.5154635247
950	0.51458166
951	0.5133523324
952	0.5127463974
953	0.5119049514
954	0.5118285058
955	0.5110216538
956	0.5100751239
957	0.5100036878
958	0.5088281324
959	0.5076612912
960	0.5069016434
961	0.5059127821
962	0.5047451653
963	0.5041439819
964	0.5032578983
965	0.5031872936
966	0.5024281802
967	0.5013359053
968	0.5005554341
969	0.4993972478
970	0.4986903028
971	0.4984549378
972	0.4976352535
973	0.4968582374
974	0.4960626347
975	0.4955024302
976	0.4947015107
977	0.4937975974
978	0.4936750399
979	0.4929387598
980	0.4922392587
981	0.4908682441
982	0.4897245468
983	0.4888858088
984	0.4880626221
985	0.4874835994
986	0.4866786435
987	0.4858063311
988	0.4850831763
989	0.4842557919
990	0.4835035211
991	0.4827528885
992	0.4825673842
993	0.4814138938
994	0.4806371105
995	0.4799036401
996	0.4793447148
997	0.4792833089
998	0.478545452
999	0.4778367763
